station,name,date,tmax
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-01",58
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-02",56
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-03",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-04",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-05",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-06",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-07",70
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-08",76
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-09",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-10",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-11",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-12",58
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-13",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-14",69
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-15",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-16",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-17",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-18",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-19",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-20",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-21",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-22",57
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-23",56
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-24",55
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-25",58
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-26",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-27",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-28",70
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-29",76
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-30",76
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-01-31",71
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-02-01",68
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2017-02-02",64
