station,name,date,tmax
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-01",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-02",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-03",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-04",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-05",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-06",56
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-07",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-08",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-09",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-10",69
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-11",79
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-12",76
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-13",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-14",68
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-15",58
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-16",54
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-17",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-18",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-19",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-20",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-21",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-22",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-23",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-24",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-25",74
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-26",80
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-27",69
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-28",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-29",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-30",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-01-31",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-01",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-02",68
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-03",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-04",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-05",76
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-06",84
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-07",83
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-08",76
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-09",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-10",68
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-11",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-12",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-13",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-14",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-15",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-16",70
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-17",69
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-18",70
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-19",73
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-20",67
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-21",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-22",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-23",58
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-24",57
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-25",58
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-26",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-27",68
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-02-28",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-01",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-02",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-03",77
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-04",86
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-05",67
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-06",70
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-07",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-08",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-09",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-10",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-11",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-12",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-13",68
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-14",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-15",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-16",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-17",67
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-18",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-19",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-20",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-21",55
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-22",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-23",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-24",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-25",71
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-26",73
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-27",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-28",74
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-29",74
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-30",78
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1987-03-31",80
