station,name,date,tmax
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-01",70
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-02",73
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-03",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-04",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-05",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-06",75
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-07",58
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-08",55
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-09",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-10",59
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-11",67
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-12",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-13",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-14",57
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-15",80
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-16",74
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-17",57
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-18",56
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-19",57
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-20",58
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-21",57
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-22",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-23",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-24",73
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-25",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-26",57
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-27",57
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-28",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-29",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-30",72
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-01-31",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-01",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-02",67
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-03",67
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-04",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-05",58
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-06",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-07",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-08",68
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-09",67
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-10",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-11",75
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-12",74
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-13",72
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-14",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-15",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-16",70
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-17",61
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-18",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-19",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-20",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-21",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-22",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-23",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-24",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-25",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-26",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-27",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-28",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-02-29",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-01",73
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-02",73
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-03",78
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-04",86
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-05",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-06",57
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-07",56
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-08",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-09",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-10",70
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-11",69
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-12",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-13",60
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-14",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-15",63
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-16",62
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-17",57
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-18",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-19",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-20",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-21",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-22",66
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-23",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-24",70
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-25",70
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-26",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-27",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-28",65
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-29",64
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-30",71
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-03-31",72
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-04-01",75
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-04-02",69
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-04-03",69
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-04-04",69
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1972-04-05",66
